,CustomerID,Year_Month,Amount
92,17511,2011-02-01,7783.64
93,15311,2011-11-01,7779.7
94,15769,2011-10-01,7757.0
95,14911,2010-12-01,7737.9400000000005
96,12931,2011-11-01,7615.9
97,17511,2011-07-01,7590.01
98,14088,2011-01-01,7544.91
99,15311,2011-06-01,7443.08
100,17511,2011-12-01,7379.32
101,17949,2011-09-01,7371.6
102,13089,2011-09-01,7350.570000000001
103,16333,2011-04-01,7325.84
104,17511,2011-03-01,7238.58
105,17511,2011-05-01,7213.16
106,17841,2011-11-01,7143.58
107,12415,2011-01-01,7092.9800000000005
108,12744,2011-10-01,7067.32
109,16210,2010-12-01,7000.64
110,14911,2011-12-01,6978.92
111,16013,2011-10-01,6974.82
112,13777,2010-12-01,6961.78
113,18102,2011-03-01,6909.32
114,14156,2011-11-01,6752.68
115,17511,2010-12-01,6711.08
116,16684,2011-02-01,6698.58
117,13777,2011-11-01,6485.56
118,15311,2011-03-01,6469.33
119,17404,2011-07-01,6458.68
120,16684,2011-05-01,6426.52
121,13694,2011-05-01,6391.68
122,17857,2011-04-01,6367.2
123,12415,2011-11-01,6354.88
124,14680,2011-07-01,6298.07
125,12357,2011-11-01,6207.67
126,12409,2011-06-01,6207.08
127,12748,2011-09-01,6148.84
128,17509,2011-10-01,6115.14
129,13694,2011-06-01,6060.47
130,13089,2010-12-01,5953.21
131,12428,2011-03-01,5936.82
132,14156,2011-10-01,5901.53
133,17389,2011-12-01,5876.78
134,15311,2011-05-01,5814.28
135,15061,2011-11-01,5788.92
136,17511,2011-10-01,5755.45
137,12753,2011-02-01,5735.24
138,16333,2011-11-01,5727.0
139,14866,2011-09-01,5639.52
140,13694,2011-09-01,5615.42
141,15769,2011-01-01,5544.48
142,13089,2011-01-01,5543.9800000000005
143,13694,2011-10-01,5542.18
144,15311,2011-01-01,5512.94
145,17857,2011-11-01,5419.92
146,14156,2011-05-01,5412.18
147,13098,2011-10-01,5412.14
148,17450,2011-06-01,5405.48
149,16684,2011-12-01,5401.98
150,17850,2010-12-01,5391.21
151,14298,2011-10-01,5355.68
152,16210,2011-11-01,5351.28
153,17404,2011-10-01,5311.96
154,15838,2011-11-01,5309.5
155,17841,2011-10-01,5239.96
156,14911,2011-01-01,5129.47
157,15159,2011-10-01,4978.17
158,14866,2011-10-01,4905.22
159,12688,2011-08-01,4873.8099999999995
160,14156,2011-08-01,4871.89
161,12409,2011-09-01,4865.59
162,13694,2011-11-01,4839.22
163,16684,2011-03-01,4819.08
164,12753,2011-11-01,4808.48
165,13798,2011-01-01,4775.78
166,15311,2011-07-01,4736.73
167,14298,2010-12-01,4689.46
168,15311,2011-02-01,4688.25
169,17389,2011-09-01,4682.76
170,13089,2011-12-01,4681.62
171,13081,2011-05-01,4655.85
172,13798,2011-05-01,4649.96
173,16422,2011-06-01,4639.18
174,13340,2011-07-01,4594.27
175,15838,2011-08-01,4585.9400000000005
176,14911,2011-04-01,4572.32
177,15769,2011-02-01,4552.799999999999
178,17404,2011-03-01,4522.68
179,15311,2011-04-01,4505.2300000000005
180,13089,2011-05-01,4466.8
181,13089,2011-11-01,4462.09
182,13089,2011-03-01,4457.81
183,17511,2011-06-01,4415.4400000000005
184,13081,2011-07-01,4406.61
185,17396,2011-07-01,4404.3
186,12752,2011-09-01,4366.78
187,17340,2010-12-01,4360.39
188,14733,2010-12-01,4357.22
189,14298,2011-06-01,4352.04
190,15061,2011-03-01,4321.63
191,18251,2011-09-01,4314.72
192,15061,2011-10-01,4281.6
193,12477,2011-08-01,4257.0599999999995
194,12748,2010-12-01,4228.13
195,12757,2011-05-01,4202.2300000000005
196,16029,2011-02-01,4200.36
197,13408,2011-11-01,4178.38
198,13881,2011-11-01,4178.0599999999995
199,13798,2010-12-01,4170.66
200,12557,2011-07-01,4146.34
201,17841,2011-07-01,4133.15
202,13694,2011-01-01,4131.98
203,14607,2011-11-01,4119.3
204,17404,2011-09-01,4114.08
205,16422,2011-05-01,4093.08
206,17428,2011-09-01,4090.28
207,14680,2011-05-01,4071.3
208,13089,2011-02-01,4060.43
209,16180,2011-08-01,4041.8
210,16013,2011-08-01,4022.18
211,16684,2011-04-01,4018.36
212,12432,2011-06-01,4016.66
213,12378,2011-08-01,4008.62
214,15061,2011-09-01,3992.7599999999998
215,14298,2011-02-01,3981.34
216,12435,2011-03-01,3978.9900000000002
217,17857,2011-08-01,3977.64
218,16029,2011-06-01,3969.6
219,13777,2011-10-01,3953.35
220,12744,2011-07-01,3949.32
221,17450,2011-10-01,3935.96
222,15061,2011-12-01,3895.8599999999997
223,17340,2011-11-01,3893.79
224,13098,2011-05-01,3881.09
225,12471,2010-12-01,3874.36
226,12921,2011-11-01,3863.04
227,17511,2011-01-01,3862.14
228,15195,2011-12-01,3861.0
229,12435,2011-09-01,3850.9
230,13113,2011-05-01,3846.4500000000003
231,14769,2011-09-01,3844.84
232,15125,2011-03-01,3840.88
233,17404,2010-12-01,3834.2999999999997
234,14298,2011-07-01,3832.29
235,13093,2010-12-01,3795.5099999999998
236,12755,2010-12-01,3794.3999999999996
237,12433,2010-12-01,3787.12
238,13098,2011-11-01,3754.78
239,13089,2011-06-01,3747.98
240,13694,2011-02-01,3741.14
241,16333,2011-10-01,3733.0
242,13089,2011-07-01,3692.18
243,17841,2011-09-01,3686.68
244,12753,2011-07-01,3680.4
245,13340,2011-03-01,3678.03
246,12798,2011-11-01,3651.6
247,15061,2011-05-01,3648.36
248,17857,2011-10-01,3640.0
249,13089,2011-08-01,3630.55
250,13767,2011-09-01,3627.0000000000005
251,17381,2010-12-01,3603.7200000000003
252,16210,2011-12-01,3599.4
253,12753,2011-04-01,3599.38
254,12753,2010-12-01,3590.59
255,17450,2011-04-01,3585.04
256,12731,2011-09-01,3570.4
257,16422,2011-03-01,3566.05
258,17841,2011-08-01,3533.43
259,12454,2011-10-01,3528.34
260,13081,2011-01-01,3527.64
261,14031,2011-10-01,3492.5
262,16029,2011-03-01,3487.08
263,16422,2011-08-01,3466.96
264,15838,2011-06-01,3464.66
265,15502,2011-10-01,3460.95
266,13089,2011-04-01,3457.71
267,13798,2011-03-01,3453.44
268,15061,2011-07-01,3441.66
269,16013,2011-11-01,3433.12
270,12539,2011-01-01,3431.7
271,12471,2011-11-01,3420.0
272,12557,2011-01-01,3417.1200000000003
273,17949,2011-08-01,3413.04
274,15769,2011-12-01,3404.0
275,14680,2011-09-01,3390.11
276,12939,2011-02-01,3376.08
277,15769,2011-05-01,3365.8
278,17381,2011-02-01,3363.74
279,15311,2011-09-01,3342.31
280,15311,2011-10-01,3338.55
281,13089,2011-10-01,3320.9
282,15502,2011-08-01,3315.0699999999997
283,15311,2011-08-01,3284.77
284,15856,2010-12-01,3281.31
285,15838,2011-03-01,3277.24
286,17949,2011-05-01,3250.2
287,12678,2011-03-01,3243.13
288,17675,2011-11-01,3235.21
289,16984,2011-08-01,3226.13
290,16303,2011-08-01,3209.15
291,18087,2011-02-01,3202.9199999999996
292,12901,2011-03-01,3190.92
293,14952,2011-09-01,3189.64
294,13798,2011-04-01,3187.7200000000003
295,15838,2011-09-01,3187.12
296,12731,2011-01-01,3174.4300000000003
297,16029,2011-09-01,3172.5
298,17841,2011-06-01,3168.84
299,15786,2011-08-01,3160.84
300,14298,2011-01-01,3153.1
301,12901,2011-05-01,3147.08
302,16422,2011-04-01,3142.92
303,13694,2011-12-01,3131.16
304,14258,2011-01-01,3120.2200000000003
305,16684,2010-12-01,3113.4
306,15856,2011-12-01,3110.7000000000003
307,13135,2011-05-01,3096.0
308,14547,2011-11-01,3037.84
309,16133,2011-08-01,3031.46
310,13408,2010-12-01,3031.2000000000003
311,17389,2011-04-01,3019.0
312,14156,2011-04-01,2998.1800000000003
313,12557,2011-11-01,2990.0
314,12830,2011-07-01,2982.16
315,17857,2011-12-01,2979.6
316,17675,2011-08-01,2977.31
317,14646,2011-04-01,2976.56
318,13408,2011-09-01,2973.5
319,16013,2010-12-01,2973.0
320,17706,2011-06-01,2964.59
321,12681,2011-01-01,2964.42
322,16013,2011-02-01,2963.1
323,15581,2011-08-01,2958.34
324,12415,2011-07-01,2955.01
325,17084,2011-11-01,2949.75
326,12754,2011-04-01,2949.12
327,13694,2011-04-01,2948.29
328,15125,2011-05-01,2942.84
329,17511,2011-04-01,2941.8
330,12415,2011-09-01,2941.7200000000003
331,16133,2011-05-01,2940.82
332,17404,2011-01-01,2938.7599999999998
333,12451,2011-01-01,2919.5099999999998
334,16133,2011-04-01,2914.92
335,16013,2011-06-01,2902.7
336,13694,2010-12-01,2897.04
337,13098,2011-09-01,2881.68
338,16422,2011-07-01,2877.2200000000003
339,12359,2011-10-01,2876.85
340,15769,2011-06-01,2876.0
341,14680,2010-12-01,2875.4
342,17949,2011-12-01,2874.7200000000003
343,18092,2010-12-01,2852.64
344,15251,2011-04-01,2846.02
345,12433,2011-11-01,2843.29
346,17841,2011-05-01,2840.02
347,14680,2011-02-01,2807.31
348,14298,2011-05-01,2805.2799999999997
349,15039,2011-01-01,2778.6
350,15032,2010-12-01,2770.6
351,15640,2010-12-01,2766.69
352,17230,2010-12-01,2760.01
353,13881,2011-09-01,2755.04
354,16041,2011-07-01,2739.8
355,15061,2011-01-01,2718.25
356,14051,2011-10-01,2691.4500000000003
357,13881,2011-10-01,2688.16
358,12540,2011-05-01,2686.6
359,13868,2011-12-01,2685.0
360,14866,2011-11-01,2681.26
361,15311,2010-12-01,2676.66
362,16013,2011-05-01,2675.2
363,17706,2011-07-01,2665.36
364,14439,2011-01-01,2661.24
365,13098,2011-08-01,2660.2
366,13767,2011-11-01,2650.7000000000003
367,16013,2011-12-01,2643.7200000000003
368,17139,2011-02-01,2639.38
369,13324,2011-09-01,2638.84
370,12433,2011-12-01,2638.69
371,13422,2011-10-01,2626.3
372,17243,2011-11-01,2624.2
373,17677,2011-08-01,2616.66
374,12637,2011-09-01,2609.4
375,15769,2011-07-01,2609.0
376,12433,2011-09-01,2608.11
377,15903,2011-11-01,2606.4
378,16532,2011-07-01,2606.4
379,14680,2011-01-01,2601.41
380,15382,2011-09-01,2582.78
381,16126,2011-11-01,2581.07
382,14277,2011-11-01,2578.77
383,14031,2010-12-01,2568.9500000000003
384,17203,2011-10-01,2564.89
385,15039,2011-06-01,2561.86
386,13555,2011-09-01,2559.23
387,17404,2011-05-01,2557.88
388,16422,2011-01-01,2557.71
389,17841,2011-12-01,2556.31
390,12939,2011-10-01,2545.68
391,12451,2011-10-01,2539.56
392,15676,2011-11-01,2537.96
393,17396,2011-10-01,2529.0
394,15498,2011-01-01,2527.92
395,14298,2011-03-01,2522.6
396,15513,2011-10-01,2520.28
397,13199,2011-10-01,2519.2599999999998
398,12681,2011-11-01,2518.31
399,13798,2011-10-01,2517.2200000000003
400,13777,2011-12-01,2516.75
401,14769,2011-05-01,2516.57
402,16333,2011-02-01,2508.48
403,13798,2011-06-01,2505.26
404,12731,2011-10-01,2503.74
405,16013,2011-09-01,2491.2
406,16705,2011-02-01,2489.11
407,17841,2010-12-01,2473.07
408,12921,2011-09-01,2471.43
409,15039,2011-05-01,2465.92
410,14769,2011-03-01,2449.79
411,13767,2010-12-01,2439.36
412,12682,2011-11-01,2425.8
413,17107,2011-05-01,2423.6
414,15513,2011-09-01,2423.27
415,16839,2011-11-01,2422.99
416,16705,2011-10-01,2422.56
417,14944,2011-09-01,2414.78
418,13090,2011-11-01,2409.45
419,13408,2011-07-01,2409.27
420,15189,2011-08-01,2405.7
421,15189,2011-07-01,2403.41
422,14049,2011-11-01,2396.33
423,13680,2011-01-01,2391.59
424,12451,2011-05-01,2388.31
425,14680,2011-08-01,2388.2
426,16779,2011-11-01,2386.38
427,12471,2011-10-01,2385.38
428,13798,2011-11-01,2377.89
429,13098,2011-06-01,2370.61
430,13081,2010-12-01,2366.78
431,13098,2011-12-01,2365.76
432,17017,2010-12-01,2357.64
433,12477,2011-02-01,2355.9500000000003
434,13798,2011-09-01,2355.26
435,12731,2011-03-01,2350.46
436,17381,2011-04-01,2349.39
437,12477,2011-10-01,2348.02
438,14895,2011-02-01,2346.34
439,13081,2011-03-01,2340.05
440,15939,2011-04-01,2337.6
441,17313,2011-11-01,2328.84
442,16182,2011-08-01,2327.0
443,17675,2011-07-01,2312.46
444,16717,2011-11-01,2298.7200000000003
445,17107,2011-11-01,2298.66
446,12748,2011-10-01,2292.84
447,15039,2011-04-01,2290.3
448,13319,2011-11-01,2287.87
449,15498,2011-06-01,2283.9
450,13093,2011-01-01,2272.96
451,12356,2011-01-01,2271.62
452,17381,2011-05-01,2269.3199999999997
453,12621,2011-05-01,2267.13
454,15159,2011-11-01,2264.2000000000003
455,15808,2010-12-01,2249.85
456,16652,2011-10-01,2248.1
457,16013,2011-07-01,2244.24
458,15251,2011-09-01,2243.7
459,15113,2011-10-01,2242.69
460,12471,2011-12-01,2238.5099999999998
461,12748,2011-05-01,2234.5
462,13098,2011-07-01,2233.66
463,16532,2011-11-01,2232.0
464,12567,2011-06-01,2222.7799999999997
465,12830,2011-06-01,2221.84
466,12477,2011-04-01,2221.02
467,17949,2011-10-01,2218.56
468,17107,2011-07-01,2215.25
469,16422,2011-02-01,2198.28
470,15874,2011-10-01,2198.13
471,12921,2011-07-01,2192.78
472,15032,2011-03-01,2188.5
473,17107,2011-09-01,2182.71
474,14390,2011-11-01,2180.36
475,12597,2011-10-01,2176.45
476,16029,2011-07-01,2170.08
477,12501,2011-01-01,2169.39
478,17924,2011-10-01,2167.7400000000002
479,13802,2011-03-01,2161.32
480,16873,2010-12-01,2157.64
481,13316,2011-07-01,2157.5
482,17937,2010-12-01,2153.88
483,13408,2011-10-01,2148.46
484,14194,2011-11-01,2145.46
485,16938,2011-06-01,2143.15
486,16029,2011-01-01,2139.39
487,15044,2010-12-01,2139.15
488,16839,2011-07-01,2132.82
489,13001,2011-02-01,2131.8
490,17940,2011-04-01,2127.06
491,15039,2011-02-01,2126.66
492,16549,2011-11-01,2123.19
493,17809,2011-10-01,2118.8
494,12681,2010-12-01,2118.11
495,17416,2011-03-01,2114.71
496,17428,2011-05-01,2111.66
497,14680,2011-03-01,2106.46
498,15513,2011-03-01,2104.5
499,16422,2011-11-01,2103.74
500,13969,2011-10-01,2103.43
501,14667,2011-11-01,2100.89
502,16422,2011-09-01,2098.8
503,14733,2011-01-01,2090.0
504,13408,2011-08-01,2087.98
505,17426,2011-06-01,2085.35
506,13098,2011-04-01,2079.72
507,16525,2011-05-01,2077.42
508,13408,2011-04-01,2071.9
509,14031,2011-11-01,2068.09
510,16281,2011-09-01,2062.06
511,14936,2011-06-01,2060.0299999999997
512,13798,2011-02-01,2054.96
513,12744,2011-01-01,2053.07
514,14286,2011-04-01,2050.08
515,17597,2011-05-01,2044.3700000000001
516,13952,2011-04-01,2042.761
517,16839,2011-03-01,2038.29
518,12477,2011-11-01,2037.69
519,17846,2011-09-01,2033.1
520,13798,2011-08-01,2032.82
521,14554,2011-11-01,2029.21
522,17450,2010-12-01,2028.84
523,17317,2011-09-01,2027.94
524,14049,2011-05-01,2026.6299999999999
525,16422,2010-12-01,2025.3200000000002
526,15341,2011-09-01,2020.52
527,17381,2011-03-01,2019.96
528,12438,2011-11-01,2016.78
529,14175,2011-10-01,2016.31
530,13027,2011-04-01,2016.0
531,17811,2011-02-01,2015.05
532,16523,2011-09-01,2013.16
533,15039,2011-03-01,2008.27
534,15372,2011-07-01,2007.3999999999999
535,17389,2011-07-01,2007.0
536,12748,2011-06-01,2006.26
537,12921,2011-02-01,2003.88
538,16754,2010-12-01,2002.4
539,15189,2011-11-01,2001.3600000000001
540,17672,2011-10-01,2000.33
541,13599,2011-11-01,2000.1100000000001
542,17061,2011-04-01,1999.41
543,14667,2010-12-01,1998.1
544,12476,2011-11-01,1993.99
545,14961,2011-09-01,1992.95
546,17949,2011-03-01,1988.1
547,16253,2011-10-01,1983.46
548,18172,2011-02-01,1978.3799999999999
549,15769,2011-11-01,1975.0
550,12980,2011-06-01,1969.74
551,16705,2011-09-01,1966.34
552,13815,2011-06-01,1965.74
553,13078,2011-11-01,1963.93
554,14051,2011-12-01,1963.2
555,15150,2011-08-01,1958.73
556,12901,2011-11-01,1956.31
557,17841,2011-01-01,1953.78
558,13985,2011-11-01,1950.29
559,13694,2011-07-01,1943.43
560,17728,2011-10-01,1943.1299999999999
561,12567,2010-12-01,1942.38
562,13001,2011-03-01,1941.68
563,12678,2011-06-01,1939.52
564,12906,2011-09-01,1936.5900000000001
565,14286,2011-11-01,1935.9
566,13685,2011-10-01,1934.45
567,12939,2011-01-01,1933.2
568,13209,2011-04-01,1932.24
569,12971,2011-07-01,1923.96
570,17865,2011-08-01,1922.3400000000001
571,16333,2011-03-01,1920.48
572,12939,2011-03-01,1919.04
573,13199,2011-11-01,1915.88
574,16422,2011-10-01,1915.14
575,12971,2011-11-01,1913.45
576,14258,2011-09-01,1912.06
577,16532,2011-01-01,1910.4
578,12931,2011-10-01,1909.36
579,17735,2011-04-01,1908.18
580,17735,2011-08-01,1905.96
581,16843,2011-06-01,1900.02
582,13969,2011-11-01,1897.26
583,14005,2011-11-01,1897.04
584,12749,2011-08-01,1896.13
585,16240,2011-11-01,1894.01
586,14895,2011-09-01,1893.08
587,12371,2011-10-01,1887.96
588,15640,2011-11-01,1885.58
589,16180,2011-07-01,1885.1
590,15514,2010-12-01,1884.71
591,12613,2011-10-01,1881.8600000000001
592,12757,2011-10-01,1880.52
593,13408,2011-05-01,1879.52
594,15903,2011-09-01,1878.72
595,17677,2011-10-01,1878.08
596,16353,2011-11-01,1876.1000000000001
597,13139,2011-09-01,1873.62
598,16986,2011-11-01,1873.2
599,12444,2011-06-01,1870.2
600,18223,2011-10-01,1869.48
601,12370,2010-12-01,1868.02
602,12500,2011-10-01,1866.94
603,16210,2011-02-01,1866.3000000000002
604,16767,2011-01-01,1866.02
605,16126,2011-08-01,1862.7
606,14887,2011-09-01,1862.0
607,15159,2010-12-01,1860.98
608,17581,2011-09-01,1855.78
609,16873,2011-12-01,1854.83
610,13777,2011-06-01,1846.47
611,16525,2011-03-01,1841.0800000000002
612,13408,2011-01-01,1840.22
613,12359,2011-02-01,1838.9099999999999
614,14459,2011-07-01,1837.92
615,13798,2011-12-01,1837.24
616,12955,2011-11-01,1836.82
617,15299,2010-12-01,1835.01
618,12474,2011-10-01,1835.0
619,15856,2011-10-01,1834.93
620,15159,2011-12-01,1834.79
621,16152,2011-03-01,1829.04
622,12685,2011-09-01,1829.02
623,14194,2011-05-01,1828.45
624,14051,2010-12-01,1828.16
625,15615,2011-11-01,1826.38
626,16240,2011-09-01,1824.79
627,16013,2011-03-01,1824.42
628,17677,2011-05-01,1815.28
629,13505,2011-09-01,1810.51
630,17735,2011-06-01,1804.03
631,13408,2011-06-01,1803.72
632,13523,2011-05-01,1802.29
633,12406,2011-11-01,1794.05
634,14935,2011-02-01,1784.71
635,16380,2011-10-01,1780.59
636,14258,2011-07-01,1778.5
637,13709,2011-10-01,1776.26
638,14121,2011-11-01,1775.89
639,12540,2011-07-01,1775.01
640,16182,2011-09-01,1773.65
641,12901,2011-06-01,1772.88
642,15786,2011-10-01,1771.36
643,17841,2011-04-01,1769.71
644,17444,2011-07-01,1768.58
645,16751,2011-11-01,1764.72
646,14936,2011-10-01,1761.0
647,12424,2011-06-01,1760.96
648,12901,2011-10-01,1758.96
649,16839,2011-09-01,1758.6599999999999
650,12349,2011-11-01,1757.55
651,18055,2010-12-01,1751.1200000000001
652,14194,2011-10-01,1744.0
653,12471,2011-08-01,1740.82
654,14062,2011-04-01,1738.24
655,15365,2011-09-01,1736.54
656,13209,2011-11-01,1735.53
657,12731,2011-07-01,1734.58
658,17677,2011-07-01,1729.3500000000001
659,14145,2011-07-01,1722.6
660,12798,2011-10-01,1718.4
661,17652,2011-06-01,1717.19
662,12625,2011-01-01,1716.62
663,16839,2011-05-01,1716.57
664,16210,2011-05-01,1716.27
665,13763,2011-10-01,1714.96
666,15502,2011-03-01,1711.06
667,12405,2011-07-01,1710.39
668,12540,2011-09-01,1709.12
669,14062,2011-08-01,1708.68
670,15947,2011-09-01,1708.24
671,16902,2011-08-01,1706.88
672,17428,2011-08-01,1704.8
673,14306,2011-09-01,1702.94
674,14031,2011-03-01,1702.1299999999999
675,17706,2011-10-01,1701.15
676,16253,2011-03-01,1700.4
677,12455,2011-02-01,1698.9
678,16656,2011-07-01,1698.8799999999999
679,12473,2011-10-01,1697.98
680,15249,2011-08-01,1696.66
681,12931,2011-02-01,1696.4
682,17107,2011-03-01,1695.21
683,12764,2011-01-01,1693.88
684,16182,2011-05-01,1692.0
685,14364,2011-06-01,1690.8
686,14051,2011-11-01,1683.9
687,17581,2011-11-01,1682.29
688,16187,2011-09-01,1680.8700000000001
689,15089,2011-08-01,1677.23
690,15971,2011-10-01,1669.1000000000001
691,13437,2011-06-01,1661.73
692,15332,2010-12-01,1661.06
693,12967,2010-12-01,1660.9
694,13334,2011-02-01,1660.44
695,17133,2011-09-01,1658.9
696,17675,2011-02-01,1658.26
697,13344,2011-03-01,1656.15
698,14062,2011-01-01,1652.27
699,14667,2011-09-01,1652.09
700,14505,2011-11-01,1650.0
701,13881,2011-06-01,1648.8700000000001
702,17679,2011-09-01,1643.2
703,17949,2011-04-01,1642.5
704,12362,2011-10-01,1641.91
705,15980,2011-09-01,1638.68
706,15782,2011-09-01,1638.3400000000001
707,14277,2011-05-01,1637.43
708,15484,2011-09-01,1636.52
709,12398,2011-10-01,1635.6599999999999
710,14164,2011-09-01,1631.77
711,12472,2010-12-01,1631.3
712,16843,2011-07-01,1629.68
713,16525,2011-02-01,1625.3
714,13018,2011-04-01,1623.92
715,13316,2011-03-01,1622.48
716,12406,2011-06-01,1621.25
717,16713,2011-11-01,1621.1200000000001
718,17677,2010-12-01,1616.6000000000001
719,15622,2011-04-01,1615.8
720,13536,2011-11-01,1614.3799999999999
721,18079,2011-04-01,1612.83
722,15513,2011-07-01,1611.1100000000001
723,16553,2010-12-01,1609.44
724,18073,2011-08-01,1608.7800000000002
725,12578,2011-01-01,1608.66
726,12683,2011-03-01,1608.08
727,12798,2011-06-01,1607.04
728,15498,2011-10-01,1605.25
729,16265,2011-02-01,1602.03
730,16081,2011-09-01,1599.55
731,16209,2011-06-01,1598.3100000000002
732,14426,2011-11-01,1596.09
733,13850,2011-08-01,1595.48
734,12621,2011-08-01,1594.81
735,12626,2011-10-01,1594.51
736,17686,2011-02-01,1592.61
737,14031,2011-09-01,1592.1200000000001
738,13555,2011-05-01,1590.05
739,15321,2011-09-01,1588.8400000000001
740,16652,2011-03-01,1588.16
741,12709,2011-09-01,1586.51
742,16705,2011-07-01,1585.94
743,15856,2011-08-01,1583.24
744,13015,2011-10-01,1583.24
745,15764,2011-08-01,1582.1
746,16180,2011-06-01,1581.85
747,17719,2011-08-01,1579.86
748,16705,2011-05-01,1579.76
749,13418,2010-12-01,1579.62
750,12607,2011-10-01,1579.51
751,15514,2011-11-01,1577.52
752,16525,2011-06-01,1576.8999999999999
753,14936,2011-03-01,1576.3600000000001
754,13767,2011-05-01,1575.83
755,14051,2011-07-01,1575.3
756,13081,2011-02-01,1573.19
757,12758,2011-03-01,1570.19
758,17716,2011-09-01,1565.55
759,16180,2011-05-01,1564.55
760,17450,2011-12-01,1562.4
761,13901,2011-07-01,1561.0900000000001
762,13881,2011-05-01,1560.3400000000001
763,15194,2010-12-01,1558.99
764,17858,2010-12-01,1556.85
765,17686,2011-08-01,1552.6
766,12567,2011-11-01,1551.3
767,13319,2010-12-01,1551.08
768,15513,2011-05-01,1550.7
769,17651,2011-10-01,1548.91
770,14329,2011-01-01,1547.58
771,16333,2011-12-01,1547.2
772,12818,2011-03-01,1542.08
773,14258,2011-05-01,1541.16
774,18242,2011-09-01,1538.41
775,14235,2011-07-01,1538.31
776,15290,2011-12-01,1537.71
777,13629,2011-11-01,1537.0
778,15727,2010-12-01,1536.85
779,16440,2011-10-01,1536.3700000000001
780,13027,2011-08-01,1536.0
781,13027,2011-07-01,1536.0
782,12621,2011-02-01,1535.24
783,17139,2011-09-01,1535.24
784,12949,2011-04-01,1534.3
785,12950,2011-12-01,1531.4
786,13013,2010-12-01,1528.34
787,12626,2011-08-01,1526.1
788,13365,2011-11-01,1524.77
789,15531,2011-11-01,1522.31
790,13767,2011-04-01,1521.64
791,13869,2011-08-01,1519.99
792,12901,2011-09-01,1519.8
793,12637,2011-01-01,1516.68
794,13316,2011-11-01,1514.17
795,16672,2011-06-01,1513.2
796,15290,2011-10-01,1510.3600000000001
797,17706,2011-08-01,1508.7
798,15189,2011-09-01,1507.23
